tourist_id,timestamp,latitude,longitude,status,context
T001,2026-03-05 08:27:00,27.020075,88.26215,dwell,Ghoom Monastery
T001,2026-03-05 08:28:00,27.019979,88.261998,dwell,Ghoom Monastery
T001,2026-03-05 08:29:00,27.020001,88.262129,dwell,Ghoom Monastery
T001,2026-03-05 08:30:00,27.019885,88.262032,dwell,Ghoom Monastery
T001,2026-03-05 08:31:00,27.019902,88.261828,dwell,Ghoom Monastery
T001,2026-03-05 08:32:00,27.019865,88.261908,dwell,Ghoom Monastery
T001,2026-03-05 08:33:00,27.020071,88.261942,dwell,Ghoom Monastery
T001,2026-03-05 08:34:00,27.021408,88.260091,transit,shared_jeep
T001,2026-03-05 08:35:00,27.021303,88.259699,transit,shared_jeep
T001,2026-03-05 08:36:00,27.021029,88.259476,transit,shared_jeep
T001,2026-03-05 08:37:00,27.020601,88.259486,transit,shared_jeep
T001,2026-03-05 08:38:00,27.020326,88.259275,transit,shared_jeep
T001,2026-03-05 08:39:00,27.02,88.259101,transit,shared_jeep
T001,2026-03-05 08:40:00,27.019623,88.259226,transit,shared_jeep
T001,2026-03-05 08:41:00,27.019291,88.259226,transit,shared_jeep
T001,2026-03-05 08:42:00,27.018937,88.259049,transit,shared_jeep
T001,2026-03-05 08:43:00,27.018571,88.259055,transit,shared_jeep
T001,2026-03-05 08:44:00,27.018226,88.259176,transit,shared_jeep
T001,2026-03-05 08:45:00,27.017864,88.259086,transit,shared_jeep
T001,2026-03-05 08:46:00,27.017613,88.258869,transit,shared_jeep
T001,2026-03-05 08:47:00,27.017304,88.259009,transit,shared_jeep
T001,2026-03-05 08:48:00,27.016993,88.258769,transit,shared_jeep
T001,2026-03-05 08:49:00,27.016745,88.258459,transit,shared_jeep
T001,2026-03-05 08:50:00,27.016625,88.258389,transit,shared_jeep
T001,2026-03-05 08:51:00,27.016252,88.25859,transit,shared_jeep
T001,2026-03-05 08:52:00,27.015964,88.258408,transit,shared_jeep
T001,2026-03-05 08:53:00,27.015957,88.257909,transit,shared_jeep
T001,2026-03-05 08:54:00,27.015531,88.258126,transit,shared_jeep
T001,2026-03-05 08:55:00,27.015198,88.258274,transit,shared_jeep
T001,2026-03-05 08:56:00,27.014897,88.258327,transit,shared_jeep
T001,2026-03-05 08:57:00,27.014517,88.258253,transit,shared_jeep
T001,2026-03-05 08:58:00,27.014344,88.257957,transit,shared_jeep
T001,2026-03-05 08:59:00,27.01414,88.25769,transit,shared_jeep
T001,2026-03-05 09:00:00,27.013798,88.25784,transit,shared_jeep
T001,2026-03-05 09:01:00,27.013655,88.25768,transit,shared_jeep
T001,2026-03-05 09:02:00,27.013956,88.25771,transit,shared_jeep
T001,2026-03-05 09:03:00,27.014387,88.257646,transit,shared_jeep
T001,2026-03-05 09:04:00,27.014494,88.258016,transit,shared_jeep
T001,2026-03-05 09:05:00,27.014824,88.258117,transit,shared_jeep
T001,2026-03-05 09:06:00,27.015163,88.258086,transit,shared_jeep
T001,2026-03-05 09:07:00,27.015471,88.257798,transit,shared_jeep
T001,2026-03-05 09:08:00,27.015782,88.257537,transit,shared_jeep
T001,2026-03-05 09:09:00,27.016103,88.257784,transit,shared_jeep
T001,2026-03-05 09:10:00,27.01635,88.258084,transit,shared_jeep
T001,2026-03-05 09:11:00,27.016599,88.257804,transit,shared_jeep
T001,2026-03-05 09:12:00,27.016776,88.2579,transit,shared_jeep
T001,2026-03-05 09:13:00,27.017101,88.258105,transit,shared_jeep
T001,2026-03-05 09:14:00,27.017524,88.258152,transit,shared_jeep
T001,2026-03-05 09:15:00,27.017897,88.258173,transit,shared_jeep
T001,2026-03-05 09:16:00,27.018285,88.258224,transit,shared_jeep
T001,2026-03-05 09:17:00,27.018604,88.258238,transit,shared_jeep
T001,2026-03-05 09:18:00,27.018982,88.258206,transit,shared_jeep
T001,2026-03-05 09:19:00,27.019392,88.258323,transit,shared_jeep
T001,2026-03-05 09:20:00,27.019733,88.258371,transit,shared_jeep
T001,2026-03-05 09:21:00,27.02014,88.258286,transit,shared_jeep
T001,2026-03-05 09:22:00,27.020488,88.258363,transit,shared_jeep
T001,2026-03-05 09:23:00,27.02084,88.258407,transit,shared_jeep
T001,2026-03-05 09:24:00,27.021253,88.258443,transit,shared_jeep
T001,2026-03-05 09:25:00,27.021576,88.258572,transit,shared_jeep
T001,2026-03-05 09:26:00,27.021898,88.258731,transit,shared_jeep
T001,2026-03-05 09:27:00,27.022289,88.258931,transit,shared_jeep
T001,2026-03-05 09:28:00,27.022627,88.258916,transit,shared_jeep
T001,2026-03-05 09:29:00,27.023139,88.258132,dwell,Batasia Loop
T001,2026-03-05 09:30:00,27.023013,88.25794,dwell,Batasia Loop
T001,2026-03-05 09:31:00,27.022942,88.258028,dwell,Batasia Loop
T001,2026-03-05 09:32:00,27.022939,88.257998,dwell,Batasia Loop
T001,2026-03-05 09:33:00,27.023073,88.2579,dwell,Batasia Loop
T001,2026-03-05 09:34:00,27.023134,88.258104,dwell,Batasia Loop
T001,2026-03-05 09:35:00,27.022918,88.257906,dwell,Batasia Loop
T001,2026-03-05 09:36:00,27.022981,88.257931,dwell,Batasia Loop
T001,2026-03-05 09:37:00,27.022982,88.257828,dwell,Batasia Loop
T001,2026-03-05 09:38:00,27.022985,88.25812,dwell,Batasia Loop
T001,2026-03-05 09:39:00,27.022926,88.257982,dwell,Batasia Loop
T001,2026-03-05 09:40:00,27.022901,88.258043,dwell,Batasia Loop
T001,2026-03-05 09:41:00,27.022985,88.258129,dwell,Batasia Loop
T001,2026-03-05 09:42:00,27.023014,88.257975,dwell,Batasia Loop
T001,2026-03-05 09:43:00,27.023037,88.257966,dwell,Batasia Loop
T001,2026-03-05 09:44:00,27.022911,88.25802,dwell,Batasia Loop
T001,2026-03-05 09:45:00,27.022988,88.258011,dwell,Batasia Loop
T001,2026-03-05 09:46:00,27.023025,88.257966,dwell,Batasia Loop
T001,2026-03-05 09:47:00,27.023028,88.258116,dwell,Batasia Loop
T001,2026-03-05 09:48:00,27.022926,88.258116,dwell,Batasia Loop
T001,2026-03-05 09:49:00,27.022984,88.257949,dwell,Batasia Loop
T001,2026-03-05 09:50:00,27.023162,88.25801,dwell,Batasia Loop
T001,2026-03-05 09:51:00,27.023091,88.258055,dwell,Batasia Loop
T001,2026-03-05 09:52:00,27.022888,88.258008,dwell,Batasia Loop
T001,2026-03-05 09:53:00,27.022965,88.257911,dwell,Batasia Loop
T001,2026-03-05 09:54:00,27.022882,88.258007,dwell,Batasia Loop
T001,2026-03-05 09:55:00,27.023039,88.258026,dwell,Batasia Loop
T001,2026-03-05 09:56:00,27.02298,88.257947,dwell,Batasia Loop
T001,2026-03-05 09:57:00,27.022934,88.257963,dwell,Batasia Loop
T001,2026-03-05 09:58:00,27.022931,88.257986,dwell,Batasia Loop
T001,2026-03-05 09:59:00,27.022998,88.25794,dwell,Batasia Loop
T001,2026-03-05 10:00:00,27.022985,88.257949,dwell,Batasia Loop
T001,2026-03-05 10:01:00,27.023,88.258034,dwell,Batasia Loop
T001,2026-03-05 10:02:00,27.023012,88.258031,dwell,Batasia Loop
T001,2026-03-05 10:03:00,27.02289,88.257975,dwell,Batasia Loop
T001,2026-03-05 10:04:00,27.023018,88.258043,dwell,Batasia Loop
T001,2026-03-05 10:05:00,27.022893,88.258011,dwell,Batasia Loop
T001,2026-03-05 10:06:00,27.02308,88.257988,dwell,Batasia Loop
T001,2026-03-05 10:07:00,27.022994,88.25803,dwell,Batasia Loop
T001,2026-03-05 10:08:00,27.023016,88.258045,dwell,Batasia Loop
T001,2026-03-05 10:09:00,27.023005,88.25801,dwell,Batasia Loop
T001,2026-03-05 10:10:00,27.022948,88.257989,dwell,Batasia Loop
T001,2026-03-05 10:11:00,27.023084,88.257986,dwell,Batasia Loop
T001,2026-03-05 10:12:00,27.022989,88.257967,dwell,Batasia Loop
T001,2026-03-05 10:13:00,27.023052,88.257943,dwell,Batasia Loop
T001,2026-03-05 10:14:00,27.023061,88.257938,dwell,Batasia Loop
T001,2026-03-05 10:15:00,27.022929,88.258014,dwell,Batasia Loop
T001,2026-03-05 10:16:00,27.023009,88.25802,dwell,Batasia Loop
T001,2026-03-05 10:17:00,27.023071,88.257973,dwell,Batasia Loop
T001,2026-03-05 10:18:00,27.02303,88.257939,dwell,Batasia Loop
T001,2026-03-05 10:19:00,27.023084,88.258042,dwell,Batasia Loop
T001,2026-03-05 10:20:00,27.023036,88.258013,dwell,Batasia Loop
T001,2026-03-05 10:21:00,27.022948,88.257978,dwell,Batasia Loop
T001,2026-03-05 10:22:00,27.023033,88.257999,dwell,Batasia Loop
T001,2026-03-05 10:23:00,27.023008,88.257909,dwell,Batasia Loop
T001,2026-03-05 10:24:00,27.023012,88.257954,dwell,Batasia Loop
T001,2026-03-05 10:25:00,27.022928,88.25799,dwell,Batasia Loop
T001,2026-03-05 10:26:00,27.022876,88.258047,dwell,Batasia Loop
T001,2026-03-05 10:27:00,27.023057,88.257996,dwell,Batasia Loop
T001,2026-03-05 10:28:00,27.022573,88.258921,transit,shared_jeep
T001,2026-03-05 10:29:00,27.023992,88.259332,transit,shared_jeep
T001,2026-03-05 10:30:00,27.025338,88.260143,transit,shared_jeep
T001,2026-03-05 10:31:00,27.02633,88.261206,transit,shared_jeep
T001,2026-03-05 10:32:00,27.027751,88.261782,transit,shared_jeep
T001,2026-03-05 10:33:00,27.029077,88.262379,transit,shared_jeep
T001,2026-03-05 10:34:00,27.03038,88.263126,transit,shared_jeep
T001,2026-03-05 10:35:00,27.031532,88.263087,transit,shared_jeep
T001,2026-03-05 10:36:00,27.033062,88.263035,transit,shared_jeep
T001,2026-03-05 10:37:00,27.034578,88.263234,transit,shared_jeep
T001,2026-03-05 10:38:00,27.035867,88.264207,transit,shared_jeep
T001,2026-03-05 10:39:00,27.036344,88.265477,transit,shared_jeep
T001,2026-03-05 10:40:00,27.037788,88.266222,transit,shared_jeep
T001,2026-03-05 10:41:00,27.039114,88.266754,transit,shared_jeep
T001,2026-03-05 10:42:00,27.040551,88.266944,transit,shared_jeep
T001,2026-03-05 10:43:00,27.040571,88.266188,transit,shared_jeep
T001,2026-03-05 10:44:00,27.039079,88.265693,transit,shared_jeep
T001,2026-03-05 10:45:00,27.037677,88.265085,transit,shared_jeep
T001,2026-03-05 10:46:00,27.036639,88.26384,transit,shared_jeep
T001,2026-03-05 10:47:00,27.035759,88.262507,transit,shared_jeep
T001,2026-03-05 10:48:00,27.034437,88.261638,transit,shared_jeep
T001,2026-03-05 10:49:00,27.033735,88.260236,transit,shared_jeep
T001,2026-03-05 10:50:00,27.032659,88.259757,transit,shared_jeep
T001,2026-03-05 10:51:00,27.033479,88.258414,transit,shared_jeep
T001,2026-03-05 10:52:00,27.032458,88.257189,transit,shared_jeep
T001,2026-03-05 10:53:00,27.0326,88.256552,transit,shared_jeep
T001,2026-03-05 10:54:00,27.031975,88.254953,dwell,Tenzing Rock
T001,2026-03-05 10:55:00,27.032108,88.255028,dwell,Tenzing Rock
T001,2026-03-05 10:56:00,27.031905,88.255018,dwell,Tenzing Rock
T001,2026-03-05 10:57:00,27.032036,88.254979,dwell,Tenzing Rock
T001,2026-03-05 10:58:00,27.031919,88.254952,dwell,Tenzing Rock
T001,2026-03-05 10:59:00,27.031971,88.255002,dwell,Tenzing Rock
T001,2026-03-05 11:00:00,27.031965,88.255049,dwell,Tenzing Rock
T001,2026-03-05 11:01:00,27.031937,88.254885,dwell,Tenzing Rock
T001,2026-03-05 11:02:00,27.031951,88.25509,dwell,Tenzing Rock
T001,2026-03-05 11:03:00,27.031962,88.255156,dwell,Tenzing Rock
T001,2026-03-05 11:04:00,27.032033,88.254922,dwell,Tenzing Rock
T001,2026-03-05 11:05:00,27.031944,88.255016,dwell,Tenzing Rock
T001,2026-03-05 11:06:00,27.031921,88.255158,dwell,Tenzing Rock
T001,2026-03-05 11:07:00,27.031934,88.255045,dwell,Tenzing Rock
T001,2026-03-05 11:08:00,27.032097,88.254993,dwell,Tenzing Rock
T001,2026-03-05 11:09:00,27.031934,88.254982,dwell,Tenzing Rock
T001,2026-03-05 11:10:00,27.032024,88.255058,dwell,Tenzing Rock
T001,2026-03-05 11:11:00,27.032004,88.254907,dwell,Tenzing Rock
T001,2026-03-05 11:12:00,27.032003,88.254955,dwell,Tenzing Rock
T001,2026-03-05 11:13:00,27.031854,88.254953,dwell,Tenzing Rock
T001,2026-03-05 11:14:00,27.031905,88.255039,dwell,Tenzing Rock
T001,2026-03-05 11:15:00,27.03213,88.255124,dwell,Tenzing Rock
T001,2026-03-05 11:16:00,27.031962,88.254969,dwell,Tenzing Rock
T001,2026-03-05 11:17:00,27.032046,88.255071,dwell,Tenzing Rock
T001,2026-03-05 11:18:00,27.031972,88.25499,dwell,Tenzing Rock
T001,2026-03-05 11:19:00,27.032147,88.254993,dwell,Tenzing Rock
T001,2026-03-05 11:20:00,27.031968,88.255008,dwell,Tenzing Rock
T001,2026-03-05 11:21:00,27.032039,88.254932,dwell,Tenzing Rock
T001,2026-03-05 11:22:00,27.031983,88.254922,dwell,Tenzing Rock
T001,2026-03-05 11:23:00,27.031981,88.255125,dwell,Tenzing Rock
T001,2026-03-05 11:24:00,27.032049,88.254994,dwell,Tenzing Rock
T001,2026-03-05 11:25:00,27.031938,88.254979,dwell,Tenzing Rock
T001,2026-03-05 11:26:00,27.03207,88.254963,dwell,Tenzing Rock
T001,2026-03-05 11:27:00,27.032097,88.254908,dwell,Tenzing Rock
T001,2026-03-05 11:28:00,27.031981,88.255116,dwell,Tenzing Rock
T001,2026-03-05 11:29:00,27.031866,88.255079,dwell,Tenzing Rock
T001,2026-03-05 11:30:00,27.031877,88.254994,dwell,Tenzing Rock
T001,2026-03-05 11:31:00,27.031988,88.255055,dwell,Tenzing Rock
T001,2026-03-05 11:32:00,27.03179,88.254872,dwell,Tenzing Rock
T001,2026-03-05 11:33:00,27.031962,88.255002,dwell,Tenzing Rock
T001,2026-03-05 11:34:00,27.03194,88.254985,dwell,Tenzing Rock
T001,2026-03-05 11:35:00,27.031921,88.254973,dwell,Tenzing Rock
T001,2026-03-05 11:36:00,27.031944,88.255016,dwell,Tenzing Rock
T001,2026-03-05 11:37:00,27.032039,88.255096,dwell,Tenzing Rock
T001,2026-03-05 11:38:00,27.031956,88.254979,dwell,Tenzing Rock
T001,2026-03-05 11:39:00,27.032003,88.25498,dwell,Tenzing Rock
T001,2026-03-05 11:40:00,27.031997,88.254896,dwell,Tenzing Rock
T001,2026-03-05 11:41:00,27.032025,88.254939,dwell,Tenzing Rock
T001,2026-03-05 11:42:00,27.031936,88.254894,dwell,Tenzing Rock
T001,2026-03-05 11:43:00,27.032077,88.254991,dwell,Tenzing Rock
T001,2026-03-05 11:44:00,27.032077,88.255018,dwell,Tenzing Rock
T001,2026-03-05 11:45:00,27.031886,88.254928,dwell,Tenzing Rock
T001,2026-03-05 11:46:00,27.032051,88.254949,dwell,Tenzing Rock
T001,2026-03-05 11:47:00,27.031927,88.254988,dwell,Tenzing Rock
T001,2026-03-05 11:48:00,27.031988,88.254933,dwell,Tenzing Rock
T001,2026-03-05 11:49:00,27.031978,88.254968,dwell,Tenzing Rock
T001,2026-03-05 11:50:00,27.031827,88.255034,dwell,Tenzing Rock
T001,2026-03-05 11:51:00,27.031946,88.255087,dwell,Tenzing Rock
T001,2026-03-05 11:52:00,27.031923,88.254895,dwell,Tenzing Rock
T001,2026-03-05 11:53:00,27.032079,88.254894,dwell,Tenzing Rock
T001,2026-03-05 11:54:00,27.031958,88.25504,dwell,Tenzing Rock
T001,2026-03-05 11:55:00,27.031978,88.25489,dwell,Tenzing Rock
T001,2026-03-05 11:56:00,27.032013,88.254987,dwell,Tenzing Rock
T001,2026-03-05 11:57:00,27.032526,88.256606,transit,walk
T001,2026-03-05 11:58:00,27.03233,88.256913,transit,walk
T001,2026-03-05 11:59:00,27.032274,88.257124,transit,walk
T001,2026-03-05 12:00:00,27.032655,88.257664,transit,walk
T001,2026-03-05 12:01:00,27.03321,88.258045,transit,walk
T001,2026-03-05 12:02:00,27.033405,88.258683,transit,walk
T001,2026-03-05 12:03:00,27.033027,88.259335,transit,walk
T001,2026-03-05 12:04:00,27.033432,88.25969,transit,walk
T001,2026-03-05 12:05:00,27.034015,88.260141,transit,walk
T001,2026-03-05 12:06:00,27.034399,88.26066,transit,walk
T001,2026-03-05 12:07:00,27.035102,88.260522,transit,walk
T001,2026-03-05 12:08:00,27.035738,88.26078,transit,walk
T001,2026-03-05 12:09:00,27.036217,88.261398,transit,walk
T001,2026-03-05 12:10:00,27.036832,88.261696,transit,walk
T001,2026-03-05 12:11:00,27.036976,88.262445,transit,walk
T001,2026-03-05 12:12:00,27.037489,88.262989,transit,walk
T001,2026-03-05 12:13:00,27.038117,88.263246,transit,walk
T001,2026-03-05 12:14:00,27.038727,88.263627,transit,walk
T001,2026-03-05 12:15:00,27.038626,88.263345,transit,walk
T001,2026-03-05 12:16:00,27.038541,88.262613,transit,walk
T001,2026-03-05 12:17:00,27.039214,88.262497,transit,walk
T001,2026-03-05 12:18:00,27.03979,88.262756,transit,walk
T001,2026-03-05 12:19:00,27.040401,88.262986,transit,walk
T001,2026-03-05 12:20:00,27.040943,88.262524,transit,walk
T001,2026-03-05 12:21:00,27.041056,88.262697,dwell,Darjeeling Mall Road
